,1,2,3,4,5,anomaly
40000,0.13621549399422334,0.08354098414763096,0.1454955296226597,0.0851829279453962,0.08174130646477619,0
40001,0.14127235488252893,0.09041651290788567,0.16577536524677777,0.07815702268409301,0.08860773495723606,0
40002,0.14421249408162648,0.07797170956837841,0.13533315687002961,0.07864840174768438,0.07540976282264787,0
40003,0.14500437563330978,0.08467935533583555,0.14865177608739255,0.0745983294223193,0.08019073678881257,0
40004,0.1607805808430376,0.09583000406795013,0.16792446039968434,0.08075939509239892,0.0927522530536482,0
40005,0.09601392609150489,0.06289852363405017,0.051242757912116695,0.04177763683936529,0.03641614825737266,0
40006,0.12598553089311237,0.07285617151333926,0.05389913419671983,0.041866915091224095,0.043818893029774215,0
40007,0.1328591497565852,0.08870532673554887,0.060954774670035176,0.04904023501552093,0.05420950263500455,0
40008,0.11664388860502893,0.06898382840580647,0.055856055832698086,0.042568134140039314,0.043336809761893406,0
40009,0.1113634356166465,0.06902461306975115,0.047306202891278785,0.038111571129187276,0.03728896729367116,0
40010,0.10719204447846768,0.06450951531418082,0.05233541877189632,0.038568018588778306,0.042542163857672954,0
40011,0.14348181552402314,0.03913914358945609,0.05759054765826594,0.023352478548216427,0.04318207105627794,0
40012,0.14243479481934357,0.03908831658086617,0.05182969778131625,0.02293633332851411,0.04375831866443158,0
40013,0.18316292145400934,0.06174463117805546,0.07898482257868694,0.03638106201857296,0.06621176827008081,0
40014,0.20863245085997492,0.08351351617289922,0.1095240916803879,0.06901008691216966,0.09590759337752382,0
40015,0.1437773801816633,0.03558127788189619,0.05252413425750376,0.01903876094672719,0.039870120132693226,0
40016,0.1244423410699375,0.03741033703511631,0.0578483922362197,0.02815825522321326,0.0369358909906069,0
40017,0.10850783705102383,0.02486171526964465,0.0607483140392161,0.025389787836686033,0.02917041040949652,0
40018,0.15905507224583923,0.04567230868065924,0.09306612382452356,0.05191664240509835,0.06490066351668139,0
40019,0.1257939273894229,0.027780348578008488,0.06797440501664058,0.02913941971524445,0.03811888690243026,0
40020,0.12757918923803668,0.026755729744023106,0.0730471870107672,0.03356768069077309,0.041015839264782236,0
40021,0.12449683491568767,0.021329369493600515,0.06237809700105382,0.02567994549439873,0.03226036447721165,0
40022,0.16066137045276532,0.06080411806638722,0.0966415587792526,0.060155940560931855,0.06954841338089823,0
40023,0.09107765857820195,0.030525188840394596,0.0834564040720128,0.036353375844188913,0.04106343475774621,0
40024,0.13600755740453602,0.03744674198137505,0.08908649298218946,0.04211383085277444,0.046473108860443126,0
40025,0.13010377065970044,0.03869454778824022,0.10371164453624157,0.04511302766491491,0.05873036543244597,0
40026,0.09513453598591569,0.03066076123624449,0.08937538018425834,0.038961144733727804,0.047862411975076236,0
40027,0.09895306093423761,0.02676709913870105,0.08376174031000981,0.036004391642792274,0.043976015993814586,0
40028,0.1371291355997103,0.04254438645096328,0.10482112501476235,0.0521919270324045,0.06555683487463924,0
40029,0.11944962912689544,0.14887498815927877,0.1766050723192041,0.11839908345062632,0.11694443967995018,0
40030,0.12534504015530962,0.15493852725536558,0.1835278626094002,0.14348676327581453,0.12207131653279897,0
40031,0.11895735574198145,0.14272515420204465,0.1660468535417339,0.12839467891344897,0.1111196282072963,0
40032,0.13653631880151582,0.15655003523201155,0.17970924752085202,0.11750495952932367,0.12123602943665525,0
40033,0.11366264498122226,0.13645837391860785,0.1627664359856903,0.11682209457137868,0.1048254133606731,0
40034,0.10972321689313436,0.12692506711532867,0.16348848712231173,0.11105570170842043,0.1010465095528024,0
40035,0.11371844469021554,0.09068320321145623,0.14055658721736108,0.061731320422510866,0.08780911636187327,0
40036,0.10483917703412808,0.09047242527259607,0.13259292380805066,0.06906323439709298,0.08950888125690414,0
40037,0.18763037366302632,0.14915294099940565,0.22775657090517767,0.12103339138853607,0.14902893157121172,0
40038,0.17933704521339885,0.15586975975953618,0.22991284691836994,0.14413315345107763,0.16135088881740564,0
40039,0.10697305097632341,0.08964411783725694,0.14698291791975782,0.06799070238120414,0.08741883341345609,0
40040,0.14630548848527547,0.11370407602849344,0.18030421572775288,0.08037193684416127,0.10656034259147837,0
40041,0.11052378811331735,0.1125426840379024,0.0672987761019651,0.047447935453614504,0.07966087690709275,0
40042,0.14794923294797907,0.13880871568525513,0.09262018046727023,0.06617129496564471,0.1008082916257926,0
40043,0.11554494115046396,0.12483322236961328,0.08873169740726113,0.07028262926181919,0.10035170083404733,0
40044,0.11406002955629738,0.10210615249350359,0.0646281497832576,0.04761408065539678,0.07652233516299861,0
40045,0.11131463924735492,0.10207663534913465,0.05981654517067788,0.03961412410722232,0.0728087038117825,0
40046,0.1402802235233153,0.1345587409768175,0.08844343434239317,0.062440924985257315,0.10612823770552264,0
40047,0.13902421258595737,0.049587438257574556,0.06405786513963245,0.042036045034347734,0.05514758037066841,0
40048,0.1591271580061242,0.0549770945600366,0.07372373103550228,0.044803831368842494,0.062326633278447896,0
